id,name,artists,album,release_date,energy,danceability,popularity,keywords
7mIlbe9TP4eqC1oGIYC8Jh,Chennai City Gangsta,"Anirudh Ravichander, Hard Kaur, Hiphop Tamizha, Country Chicken",Vanakkam Chennai (Original Motion Picture Soundtrack),7/31/13,0.887,0.731,51,"['songs', 'music', 'hindi', 'english', 'bollywood', 'regional', 'gaana', 'gateway', 'best', 'latest']"
0lnhypJuR75F6rdfAbR4zU,Madras,"Santhosh Narayanan, Harihara Sudhan, Meenakshi Iyer",Madras (Original Motion Picture Soundtrack),6/23/14,0.744,0.785,43,"['madras', 'song', 'àààààà¾àà', 'mp3', 'harihara', 'sudhan', 'download', 'songs', 'music', 'hindi']"
6vZj02bcQqLTYRAi4jRkw7,Munbe Vaa,"A.R. Rahman, Shreya Ghoshal, Naresh Iyer",Silunu Oru Kadhal,8/2/06,0.759,0.609,0,"['song', 'parandhu', 'sella', 'vaa', 'àªààààà', 'ààà²àà²', 'àµà¾', 'tamil', 'songs', 'music']"
27JCivA8HSBu3eRWjYZnM3,"Vilayadu Mankatha (From ""Mankatha Full Album"")","Yuvan Shankar Raja, Ranjith Govind, Premgi Amaren, Rita Thyagarajan, Anitha Karthikeyan","Biggest Hits of Yuvan, Vol. 1",7/10/13,0.635,0.813,27,"['mankatha', 'vilayaadu', 'song', 'mp3', 'yuvan', 'shankar', 'raja', 'download', 'songs', 'music']"
04fYoQSUTfPhVjyW8aXkix,En Jannal Vandha,"Yuvan Shankar Raja, Roshini, Priya Hemesh, Divya Vijay",Theeratha Vilayaatu Pillai (Original Motion Picture Soundtrack),12/11/09,0.654,0.69,55,"['songs', 'music', 'hindi', 'english', 'bollywood', 'regional', 'gaana', 'gateway', 'best', 'latest']"
5TL3UHuEBRMPbAIAOiPJmc,Enkeyoo Partha,"Yuvan Shankar Raja, Udit Narayan",Yaaradi Nee Mohini (Original Motion Picture Soundtrack),10/17/08,0.446,0.822,66,"['enkeyoo', 'partha', 'song', 'ààààààà', 'àªà¾ààààà', 'mp3', 'udit', 'narayan', 'download', 'songs']"
1A1YlVucS5hugYaeWXfCA8,Mankatha Theme Music,Yuvan Shankar Raja,Mankatha (Original Motion Picture Soundtrack),8/10/11,0.375,0.678,50,"['spark', 'thalapathy', 'goat', 'song', 'mp3', 'yuvan', 'shankar', 'raja', 'download', 'songs']"
2Fz7ZN67vnWqB0H6XcAsXG,Pondatti,"Thaman S, Silambarasan TR",Osthe (Original Motion Picture Soundtrack),10/19/11,0.797,0.857,42,"['pondatti', 'osthe', 'song', 'àªààààà¾àààà', 'ààªàààà', 'ààààà', 'mp3', 'thaman', 'download', 'songs']"
6aVnn31aSEfl6YZAJoyxKq,Osthe Maamey,"Thaman S, Baba Sehgal, Ranjith Govind, Rahul Nambiar, Naveen Madhav",Osthe (Original Motion Picture Soundtrack),10/19/11,0.723,0.715,49,"['osthe', 'maamey', 'song', 'ààààà', 'àà¾àà', 'mp3', 'ranjith', 'download', 'songs', 'music']"
5QoCBy9eUHYkeWpEpzAud9,Konji Pesida Venaam,"Nivas K Prasanna, K. S. Chithra, Sriram Parthasarathy",Sethupathi (Original Motion Picture Soundtrack),1/20/16,0.661,0.756,58,"['konji', 'pesida', 'venaam', 'song', 'un', 'kanne', 'mazhai', 'k', 'mp3', 'paesida']"
7104Flzq5GHvWEShbNKQxA,Ey Inga Paaru (The Comedian Inside Raghuvaran),Anirudh Ravichander,Velai Illa Pattadhaari,2/14/14,0.837,0.754,0,"['ki', 'aaj', 'raat', 'stree', '2', 'song', 'le', 'jaan', 'maza', 'husn']"
4yA9dm7uz0oANQK0Mt0ZYQ,Chillena,"G. V. Prakash, Clinton Cerejo, Alphonse, Alka",Raja Rani (Original Motion Picture Soundtrack),8/23/13,0.615,0.756,0,"['song', 'hindi', 'lucky', 'baskhar', 'title', 'mp3', 'gv', 'prakash', 'kumar', 'download']"
2F02elQwsR4uOkVQVRhsms,Kadhal Kan Kattudhe,"Anirudh Ravichander, Shakthisree Gopalan",Kaaki Sattai (Original Motion Picture Soundtrack),12/12/14,0.544,0.418,0,"['kaaki', 'sattai', 'kadhal', 'kan', 'kattudhe', 'song', 'mp3', 'anirudh', 'ravichander', 'download']"
5fqsWynhQRpoIVeRfRu4yQ,Un Vizhigalil,"Anirudh Ravichander, Shruti Haasan",Maan Karate (Original Motion Picture Soundtrack),3/16/14,0.625,0.502,54,"['songs', 'music', 'hindi', 'english', 'bollywood', 'regional', 'gaana', 'gateway', 'best', 'latest']"
6r3Xe2n6lzIV3SrP2s0teO,Onakka Munthiri,"Hesham Abdul Wahab, Divya Vineeth",Hridayam (Side A) [Original Motion Picture Soundtrack],1/14/22,0.794,0.456,54,"['munthiri', 'onakka', 'song', 'ààààµà', 'ààµààµàààà', 'chirikkya', 'kandokkya', 'ya', 'chavakkya', 'pennum']"
4gYKdgwtMwUtKrmF0Qt2E7,Pottu Thotta Pournami,"Hesham Abdul Wahab, Sachin Balu, Megha Josekutty",Hridayam (Side B) [Original Motion Picture Soundtrack],1/17/22,0.55,0.314,56,"['pottu', 'thotta', 'pournami', 'song', 'àªàµààµààµ', 'ààµààµà', 'àªàµàµ¼ààµààà', 'raara', 'mp3', 'ethra']"
7dcXGzIAaoe19A6kgnrCaQ,Nagumo,"Hesham Abdul Wahab, Arvind Venugopal",Hridayam (Side B) [Original Motion Picture Soundtrack],1/17/22,0.46,0.604,60,"['songs', 'music', 'hindi', 'english', 'bollywood', 'regional', '36', 'k', 'followers', 'gaana']"
5h9dqBWSZEMnP6bbhrqjxA,Nagumo Revival,"Hesham Abdul Wahab, Arvind Venugopal, Swetha Ashok",Hridayam (Side B) [Original Motion Picture Soundtrack],1/17/22,0.819,0.51,49,"['songs', 'music', 'hindi', 'english', 'bollywood', 'regional', '36', 'k', 'followers', 'gaana']"
32A0uFoMdlEB1tlnktxfV9,"Kurukku Siruthvalea ( From ""Mudhalvan"")","Hariharan, Mahalakshmi Iyer",Isai Sangamam,6/21/13,0.518,0.69,49,"['kurukku', 'siruthvalea', 'mudhalvan', 'song', 'mp3', 'music', 'hariharan', 'download', 'songs', 'arrahmans']"
468DmIR7WVHAaZZXm4Zbpv,Enakke Enakkaa,"Unnikrishnan, S.P. Pallavi, Vairamuthu",Jeans (Original Motion Picture Soundtrack),6/27/98,0.794,0.579,61,"['enakke', 'enakkaa', 'âjeansâ', 'song', 'songs', 'mp3', 'pallavi', 'download', 'music', '1998']"
5ich0wSxDxMryEjwZo6XzG,Mazhai Vara Pogudhae,"Harris Jayaraj, Karthik, Emcee Jesz",Yennai Arindhaal (Original Motion Picture Soundtrack),1/4/15,0.739,0.835,58,"['mazhai', 'vara', 'pogudhae', 'song', 'ààà', 'àµà', 'àªààà¾àà', 'mp3', 'harris', 'jayaraj']"
1LReaQBiNGwluyu18twdUU,Ur My Darling,Thaman S,Vaaloo (Original Motion Picture Soundtracks),4/14/14,0.767,0.808,0,"['darling', 'baby', 'ur', 'song', 'ààààà', 'àà', 'àà¾ààà²ààà', 'venaa', 'naan', 'pola']"
4XXqiA4xszJxSdyDScpzZh,"Ayyayo (From ""Aadukalam"")","G. V. Prakash, S. P. Balasubrahmanyam, S.P. Charan, Prashanthini",Playback: Madras Melodies - Soulful Tamil Melodies,2/12/15,0.705,0.598,16,"['captain', 'miller', 'call', 'song', 'mp3', 'gv', 'prakash', 'kumar', 'download', 'songs']"
2ad9xXbG1FrtdLv9CerJ79,Roja Roja,"A.R. Rahman, Unnikrishnan",Kadhalar Dhinam,3/12/99,0.662,0.618,0,"['roja', 'àààà¾', 'unnikrishnan', 'song', 'rojaroja', 'àààààààààààà', 'nee', 'mp3', 'ninnu', 'unni']"
70usDdEk4zRWxSPFogQqfQ,Kadhalenum,"A.R. Rahman, S. P. Balasubrahmanyam, Swarnalatha",Kadhalar Dhinam,3/12/99,0.563,0.652,0,"['ki', 'aaj', 'raat', 'stree', '2', 'song', 'le', 'jaan', 'maza', 'husn']"
3t8BZgGfhlNrhSc3FmNhsv,Enna Solla Pogirai,Shankar Mahadevan,K.Kandukondain/Pirantha Naal,4/25/00,0.384,0.765,0,"['solla', 'enna', 'pogiraai', 'illai', 'innum', 'nyaayamaa', 'maunamaa', 'oru', 'kanam', 'podhum']"
4LK8863ScRhhT6hitFfBI5,Aval,"Santhosh Narayanan, Pradeep, Priya Hemesh",Manithan (Original Motion Picture Soundtrack),4/8/16,0.457,0.324,65,"['aval', 'idhayam', 'megamo', 'love', 'song', 'maayapoo', 'thiral', 'uthirum', 'mp3', 'nizhal']"
3vJO8q2uyz9wKM77aI1Rdo,IPhone 6 Nee Yendral,Hiphop Tamizha,Indru Netru Naalai (Original Motion Picture Soundtrack),5/7/15,0.745,0.702,46,"['nee', 'iphone', '6', 'yendral', 'song', 'indru', 'netru', 'naalai', 'thevai', 'naan']"
6GfFvZkjbGMBvvBqA1GbDC,Neeyum Naanum,Anirudh Ravichander and Neeti Mohan,Neeyum Naanum (From Naanum Rowdy Dhaan) (Single),9/28/15,0.613,0.569,0,"['naanum', 'rowdy', 'dhaan', 'neeyum', 'song', 'mp3', 'anirudh', 'ravichander', 'download', 'songs']"
1PIP4fgIJj1PcN3vaa8rmN,Aluva Puzha,Vineeth Sreenivasan,Premam (Original Motion Picture Soundtrack),6/3/15,0.538,0.677,0,"['aluva', 'puzha', 'song', 'àà²àµàµ', 'àªàµà', 'mp3', 'vineeth', 'sreenivasan', 'download', 'songs']"
7rbIJJhXdWnFFTa7x3EN5W,Chinna Chinna,"Ranjith Govind, Aalaap Raju",Premam (Original Motion Picture Soundtrack),6/3/15,0.304,0.861,0,"['chinna', 'song', 'download', 'mp3', 'premam', 'renjith', 'govind', 'songs', 'movie', 'music']"
6VYErws706O3gewcFMv0i9,Malare,Vijay Yesudas,Premam (Original Motion Picture Soundtrack),6/3/15,0.559,0.453,0,"['malare', 'song', 'àà²ààµ', 'mp3', 'pole', 'kaalam', 'vijay', 'yesudas', 'download', 'songs']"
5QWtPW9eCcUlb25xOW1HRW,Senorita,"Hrithik Roshan, Farhan Akhtar, Maria Del Mar Fernandez",Zindagi Na Milegi Dobara (Original Motion Picture Soundtrack),6/3/11,0.684,0.783,0,"['senorita', 'hai', 'song', 'bhi', 'àààààààà¾', 'pal', 'kya', 'na', 'mein', 'hum']"
3unti8bdiV2N4wzFTtR4EF,Maya Nadhi,"Santhosh Narayanan, Ananthu, Pradeep Kumar, Shweta Mohan",Kabali (Original Motion Picture Soundtrack),6/13/16,0.305,0.682,61,"['maya', 'nadhi', 'song', 'naan', 'mp3', 'maaya', 'nathi', 'indru', 'maarbil', 'vazhiyuthe']"
49KzsDrsY27UrTBp1bBIbF,Avalum Naanum,"A.R. Rahman, Vijay Yesudas",Achcham Yenbadhu Madamaiyada (Original Motion Picture Soundtrack),6/20/16,0.331,0.337,0,"['avalum', 'naanum', 'amuthum', 'tamilum', 'songs', 'music', 'alaiyum', 'kadalum', 'thavamum', 'arulum']"
2lOrPIWA114GA1OFEcHc8R,Ei Suzhali,"Santhosh Narayanan, Vijaynarain",Kodi (Original Motion Picture Soundtrack),10/5/16,0.279,0.797,61,"['ei', 'suzhali', 'song', 'mp3', 'santhosh', 'narayanan', 'download', 'songs', 'music', 'kodi']"
6LtQGnMSsQ859t930Anbyk,Senthoora,"D. Imman, Luksimi Sivaneswaralingam",Bogan (Original Motion Picture Soundtrack),12/3/16,0.646,0.427,54,"['senthoora', 'song', 'mp3', 'dimman', 'download', 'songs', 'music', 'bogan', 'original', 'motion']"
7zEqY4oGrTVOx85VlRSymi,Tamilselvi,"Anirudh Ravichander, Nakash Aziz",Remo (Original Motion Picture Soundtrack),9/5/16,0.931,0.696,54,"['tamilselvi', 'song', 'àààààààà²ààµà', 'mp3', 'anirudh', 'ravichander', 'download', 'songs', 'music', 'remo']"
2uqXfUERVBLa1heEoUTBlO,Thuli Thuli,"Yuvan Shankar Raja, Haricharan, Tanvi Shah",Paiya (Original Motion Picture Soundtrack),11/22/10,0.528,0.709,62,"['thuli', 'ààà³à', 'song', 'mp3', 'haricharan', 'download', 'songs', 'music', 'paiya', 'original']"
7heMX7gyHP0mhTlNgd7Lxd,The Humma Song,"A.R. Rahman, Badshah, Tanishk Bagchi, Shashaa Tirupati, Jubin Nautiyal",OK Jaanu (Original Motion Picture Soundtrack),1/4/17,0.65,0.721,61,"['song', 'humma', 'à', 'à¹ààààà¾', 'ààààà', 'mp3', 'r', 'rahman', 'download', 'songs']"
5AyO1AcPP8z6fu79MGsAW9,Endrendrum Punnagai,"Srinivas, Clinton, Praveen, Shankar",Alaipayuthey (Original Motion Picture Soundtrack),12/31/00,0.398,0.853,0,"['endrendrum', 'punnagai', 'pop', 'mix', 'song', 'mp3', 'rithick', 'j', 'download', 'songs']"
0BUAsqNC3bCIBuhOE1JqTt,Enthaaraa Enthaaraa,"Ghibran, Shadab Faridi, Chinmayi",Thirumanam Enum Nikkah (Original Motion Picture Soundtrack),12/24/13,0.759,0.595,59,"['enthaaraa', 'ààààà¾àà¾', 'song', 'en', 'thaaraa', 'nee', 'kanpooraa', 'kadhal', 'mp3', 'shadab']"
5gjyakIK5vnT3wIRBQZ70A,Unnaale Unnaale,"Karthik, Krishh, Harini",Unnaale Unnaale (Original Motion Picture Soundtrack),12/1/06,0.629,0.783,0,"['unnaale', 'analog', 'mix', 'song', 'mp3', 'navinesh', 'kumar', 'download', 'songs', 'music']"
5grxO9GFZTtN2CVMlbEuIv,"Suttum Vizhi - Language: Tamil; Film: Ghajini; Film Artists: Surya, Asin",Sriram Parthasarathy,Ghajini,1/1/05,0.595,0.789,0,"['ki', 'aaj', 'raat', 'stree', '2', 'song', 'le', 'jaan', 'maza', 'husn']"
0a8o5rARY7oGExE50SyuZO,Nenjai Poopol,Harish Raghavendra,Minnale (Original Motion Picture Soundtrack),1/2/62,0.274,0.576,0,"['nenjai', 'poopol', 'song', 'àààààà', 'àªààªààªàà²à', 'mp3', 'harish', 'raghavendra', 'download', 'songs']"
3qkoComBwdqR8ybOGo0jkw,"Uppu Karuvaadu ( From ""Mudhalvan"")","Shankar Mahadevan, Kavita Krishnamurthy",Hits of Shankar Mahadevan,5/29/13,0.716,0.731,53,"['uppu', 'karuvaadu', 'song', 'ààªààªà', 'ààààµà¾àà', 'mp3', 'shankar', 'mahadevan', 'download', 'songs']"
3ZUAuDavYW0KrYf1Q3fBDP,Dub Theri Step,"G. V. Prakash, Arunraja Kamaraj",Theri (Original Motion Picture Soundtrack),3/21/16,0.734,0.602,47,"['na', 'theri', 'naa', 'dub', 'step', 'song', 'ààªà', 'àààà', 'àààààªà', 'vaa']"
26WfomVOHXZ5CZaQAaZJm5,"Mun Paniya (From ""Nandhaa"")","S. P. Balasubrahmanyam, Malgudi Subha",S.P.B and Shankar Mahadevan Hits,6/8/13,0.281,0.668,51,"['mun', 'paniya', 'nandhaa', 'song', 'mp3', 'p', 'balasubrahmanyam', 'download', 'songs', 'music']"
4oWyW7U9YVox9jqTar9k0V,Pistah,"Rajesh Murugesan, Shabareesh Varma",Neram (Original Motion Picture Soundtrack),5/3/13,0.766,0.625,62,"['pistah', 'de', 'song', 'àªààààà¾', 'hey', 'suma', 'kira', 'maari', 'jama', 'kiraaya']"
5PGMCQZR2AnFXSYvUxVb30,"Adada Mazhaida (From ""Paiya"")","Yuvan Shankar Raja, Rahul Nambiar, Saindhavi",My Playlist: Yuvanshankar Raja,8/18/14,0.691,0.891,51,"['adada', 'mazhaida', 'song', 'mp3', 'rahul', 'nambiar', 'download', 'songs', 'music', 'paiya']"
42lDp1YYCiy50UtXUO9FNp,Kandukondain Kandukondain,"Mahalakshmi Iyer, Hariharan",Kandukondain Kandukondain (Original Motion Picture Soundtrack),2000,0.473,0.667,0,"['kandukonden', 'kandukondain', 'kandukondian', 'song', 'mugam', 'kaadhal', 'un', 'mp3', 'viral', 'thodum']"
4tzRU8Fcu1uOqpddEcUOqe,Appadi Podu,"Vidyasagar, Anuradha Sriram, Kay Kay",Ghilli,3/17/04,0.86,0.655,0,"['paar', 'appadi', 'eppadi', 'cera', 'song', 'mp3', 'anuradha', 'sriram', 'download', 'songs']"
0HSmwRxfOF0MMLiaQBt1FI,Layyavathiye,Jassie Gift,4 Students (Original Motion Picture Soundtrack),6/18/04,0.884,0.53,0,"['layyavathiye', '4', 'students', 'song', 'mp3', 'music', 'jassie', 'gift', 'download', 'songs']"
5vuYQ1i5ogSdCfFu9sG01G,Un Paarvaiyil,"Karthik, Sumangaly",Something Something Unakkum Enakkum (Original Motion Picture Soundtrack),12/1/06,0.623,0.812,0,"['un', 'paarvaiyil', 'song', 'aanaen', 'naan', 'mp3', 'karthik', 'something', 'download', 'songs']"
4mKiuyytbYITuoeF19MvSG,Nenjinile,S. Janaki,Uyire (Original Motion Picture Soundtrack),9/18/98,0.594,0.755,0,"['songs', 'music', 'hindi', 'english', 'bollywood', 'regional', 'gaana', 'gateway', 'best', 'latest']"
75sjXeV1gvbSUhptK16P9u,Sandalee,"G. V. Prakash, Velmurugan, Mahalingam",Sema (Original Motion Picture Soundtrack),6/9/17,0.733,0.761,55,"['ki', 'aaj', 'raat', 'stree', '2', 'song', 'le', 'jaan', 'maza', 'husn']"
2LE0WvkrIsnfPmmdhtNS2W,"Sarakku Vechirukken (From ""Shajahaan"")","Shankar Mahadevan, Radhika",Hits of Shankar Mahadevan,3/25/13,0.764,0.857,51,"['sarakku', 'vechirukken', 'song', 'àààààà', 'àµàààâà¹àààààààà', 'mp3', 'shankar', 'mahadevan', 'download', 'songs']"
2yqDYVdqDTdLCapVQC4Ai7,Yaro Yarodi,"Mahalakshmi Iyer, Vaishali, Richa Sharma",Alaipayuthey (Original Motion Picture Soundtrack),12/31/00,0.354,0.828,0,"['yaro', 'yarodi', 'song', 'mp3', 'mahalakshmi', 'iyer', 'download', 'songs', 'music', 'alaipayuthey']"
3IpEJ86hrMfUcoXCk9U4h3,Kangal Irandal,"James Vasanthan, Bellie Raj, Deepa Miriam",Subramaniapuram (Original Motion Picture Soundtrack),10/17/08,0.452,0.797,62,"['kangal', 'irandal', 'song', 'ààààà³à', 'àààààà¾à²à', 'mp3', 'bellie', 'raj', 'download', 'songs']"
6mmGbsCqf5e8vxv1WodYIG,Yathe Yathe,G. V. Prakash,Aadukalam (Original Motion Picture Soundtrack),11/8/10,0.606,0.454,63,"['yathe', 'àà¾àààà', 'song', 'mp3', 'gv', 'prakash', 'kumar', 'download', 'songs', 'music']"
55mEN7iiqTNzWfYjF8QbQn,"Oru Manam (From ""Dhruva Natchathiram"")","Harris Jayaraj, Karthik, Shashaa Tirupati, Vikram","Oru Manam (From ""Dhruva Natchathiram"")",10/9/20,0.474,0.641,56,"['songs', 'music', 'hindi', 'english', 'bollywood', 'regional', 'gaana', 'gateway', 'best', 'latest']"
1n5gnI3Wue9WBpYFOIQNh1,Mundhinam,"Harris Jayaraj, Naresh Iyer, Prashanthini",Vaaranam Aayiram (Original Motion Picture Soundtrack),10/8/08,0.548,0.474,65,"['songs', 'music', 'hindi', 'english', 'bollywood', 'regional', 'gaana', 'gateway', 'best', 'latest']"
2YoPh281gD3xPnTkojVSr3,Adiyae Kolluthey,"Harris Jayaraj, Krishh, Benny Dayal, Shruti Haasan",Vaaranam Aayiram (Original Motion Picture Soundtrack),10/8/08,0.645,0.719,60,"['adiyae', 'kolluthey', 'song', 'à', 'àààà', 'ààà²àà²ààà', 'mp3', 'krish', 'download', 'songs']"
4vlMdXsRpAIXYggwbNHZSv,Nenjukkul Peidhidum,"Harris Jayaraj, Hariharan, Devan Ekambaram, VV Prassanna",Vaaranam Aayiram (Original Motion Picture Soundtrack),10/8/08,0.43,0.687,65,"['nenjukkul', 'peidhidum', 'song', 'ààààààààààà³à', 'àªààààààààà', 'mp3', 'hariharan', 'download', 'songs', 'music']"
6rZSYvC4KUK1wjJWwHXsce,Enna Vilai,"A.R. Rahman, Unni Menon",Kadhalar Dhinam,3/12/99,0.581,0.568,0,"['enna', 'sona', 'song', 'ààààà¾', 'àààà¾', 'mp3', 'r', 'rahman', 'download', 'songs']"
4yRouweRn5LEAyuLosd1PY,"Mynaa Mynaa (From ""Mynaa"")",Shaan,Musical Journey with D.Imman,5/20/13,0.772,0.694,19,"['mynaa', 'tamil', 'songs', 'album', 'dimman', 'download', 'released', '21', '2010', 'composed']"
2tMoOS9grHtn4upzb4LwMG,"Adiye - From ""Bachelor""","Dhibu Ninan Thomas, Kapil Kapilan","Adiye (From ""Bachelor"")",9/30/21,0.454,0.709,68,"['adiye', 'song', 'à', 'àààà', 'poovae', 'ennai', 'kenjum', 'mp3', 'pennae', 'kannae']"
65K9X6L8z6xBZ70KasesI3,Thendral Vanthu,"Ilaiyaraaja, S. Janaki",Avatharam (Original Motion Picture Soundtrack),12/15/94,0.468,0.58,0,"['vanthu', 'enna', 'male', 'pothu', 'vannamo', 'female', 'thendral', 'theendum', 'manasula', 'thingal']"
7uUugUpLi9js1AwUusoZ1h,Inkem Inkem Inkem Kaavaale,Sid Sriram,Geetha Govindam (Original Motion Picture Soundtrack),7/29/18,0.523,0.81,0,"['inkem', 'song', 'kaavaale', 'thadigina', 'thakhajanu', 'modhalika', 'idhi', 'geetha', 'govindam', 'chaalle']"
7s8UULMrFE2iq5dvHwzrNr,Kambathu Ponnu,Yuvan Shankar Raja,Kambathu Ponnu,8/31/18,0.735,0.826,52,"['spark', 'thalapathy', 'goat', 'song', 'mp3', 'yuvan', 'shankar', 'raja', 'download', 'songs']"
37LmFlPnpsBISJjNvqbUkT,Yenti Yenti,Chinmayi,Geetha Govindam,2018,0.541,0.742,52,"['yenti', 'àààà', 'song', 'varasa', 'ee', 'geetha', 'download', 'mp3', 'music', 'songs']"
6obKaXHU2avqfLZFPjGm4K,Vachindamma,Sid Sriram,Geetha Govindam,2018,0.6,0.822,55,"['vachindamma', 'song', 'tella', 'pacha', 'download', 'mp3', 'music', 'songs', 'vaare', 'velugu']"
2S6DBGSl8c7hWZmC7R0Lgj,Top Tucker,Mohit Chauhan,Sarkar (Tamil) [Original Motion Picture Soundtrack],10/3/18,0.657,0.721,48,"['top', 'tucker', 'song', 'mp3', 'mohit', 'chauhan', 'download', 'songs', 'music', 'sarkar']"
6AkFPJaJN6pPCeVGbf23Lu,"Aaha Kalyanam - From ""Petta""",Anthony Daasan,Petta (Original Motion Picture Soundtrack),12/10/18,0.87,0.79,41,"['petta', 'aaha', 'kalyanam', 'song', 'mp3', 'anthony', 'daasan', 'download', 'songs', 'music']"
7hADNKBDHS8MblpUzLebLf,"Hoyna Hoyna (From ""Gang Leader"")","Anirudh Ravichander, Inno Genga","Hoyna Hoyna (From ""Gang Leader"")",8/16/19,0.725,0.712,58,"['hoyna', 'à¹ààààà¾', 'song', 'songs', 'download', 'music', 'mp3', 'anirudh', 'ravichander', 'gang']"
1qHQ6U2HSSddaH6LYs5M9t,Mukkala Mukkabla,"Mano, Swarnalatha",Kaadhalan,8/1/14,0.47,0.866,0,"['ki', 'aaj', 'raat', 'stree', '2', 'song', 'le', 'jaan', 'maza', 'husn']"
3HHyQnGI6jGiEor7XL4cwb,"En Iniya Pon Nilave Pon (From ""Moodu Pani"")",K. J. Yesudas,Maestro Ilaiyaraaja,4/26/18,0.526,0.465,30,"['en', 'pon', 'ra', 'iniya', 'nilaavae', 'nilavil', 'kanaavae', 'dha', 'ratha', 'dhaa']"
20dLgt3WQuNIVvHvUmnar8,Kaathalae Kaathalae - Version 1,"Govind Vasantha, Chinmayi",96 - Original Motion Picture Soundtrack,8/17/18,0.295,0.198,61,"['kaathalae', 'song', 'duet', 'kathaalae', 'songs', 'download', 'mp3', 'vaa', 'music', '96']"
1VxCdnd46iCgHP5zXGCXPe,"Nira - From ""Takkar""","Sid Sriram, Gautham Vasudev Menon, Malvi Sundaresan, Nivas K Prasanna","Nira (From ""Takkar"")",2/27/20,0.767,0.674,65,"['male', 'female', 'niraa', 'nira', 'song', 'ààà', 'thiraa', 'mp3', 'nee', 'en']"
6gGsZzBr9jmfhcr9FhfX47,Takkaru Takkaru,Hiphop Tamizha,Takkaru Takkaru,6/26/16,0.918,0.756,50,"['takkaru', 'àààààà', 'song', 'en', 'idhu', 'paaru', 'ooru', 'da', 'unna', 'nee']"
6PQpG2HlVxuR6GwwWQX7XM,Chitti,Ram Miriyala,Jathi Ratnalu,3/7/21,0.679,0.572,0,"['ki', 'aaj', 'raat', 'stree', '2', 'song', 'le', 'jaan', 'maza', 'husn']"
2IwpPKgQGzXIjGdJza2chX,"Muqabla (From ""Street Dancer 3D"") [Tamil]","Yash Narvekar, Parampara Tandon, Tanishk Bagchi","Muqabla (From ""Street Dancer 3D"") [Tamil]",12/21/19,0.921,0.804,41,"['muqabla', 'street', 'dancer', '3d', 'song', 'laila', 'songs', 'tera', 'mp3', 'oh']"
28zGTndSQj4JT9nCPHRoTV,"Pondattee - From ""Golisoda 2""",Achu,"Pondattee (From ""Golisoda 2"")",3/8/18,0.624,0.692,55,"['ki', 'aaj', 'raat', 'stree', '2', 'song', 'le', 'jaan', 'maza', 'husn']"
6t7XOZk8Hv07QJOZVHekFv,Sathiyama,"Mugen Rao, Priyashankari",Sathiyama,5/1/20,0.505,0.63,55,"['naan', 'thaan', 'sathiyama', 'un', 'neethaan', 'song', 'àààààààà¾', 'pulla', 'en', 'di']"
7uMf1DQzEMqgJOSQgc5K2Y,"Vaathi Kabaddi (From ""Master"")","Vidyasagar, Anirudh Ravichander, Maran, Jayamoorthy","Vaathi Kabaddi (From ""Master"")",1/15/21,0.974,0.63,56,"['vaathi', 'kabaddi', 'song', 'àµà¾àààà', 'ààªàà', 'mp3', 'vidyasagar', 'download', 'songs', 'music']"
5zDRx2IlpoiNHBpmG4btVN,"Per Vachaalum Vaikkaama (From ""Dikkiloona"")","Yuvan Shankar Raja, Ilaiyaraaja, Malaysia Vasudevan, S. Janaki","Per Vachaalum Vaikkaama (From ""Dikkiloona"")",2/19/21,0.917,0.761,48,"['per', 'vachaalum', 'vaikkaama', 'song', 'àªààà', 'àµààâà¹à¾à²àà', 'àµàâàààà¾àà¾', 'mp3', 'yuvan', 'shankar']"
0SeQF0O4k5Fj91qZOspKYe,Mehabooba,Ananya Bhat,Kgf Chapter 2,4/14/22,0.492,0.508,0,"['mehbooba', 'hindi', 'mehabooba', 'song', 'main', 'teri', 'mp3', 'ravi', 'basrur', 'download']"
28xt5x1wwoMfVYI9zfIwRx,Oh Sita Hey Rama,"Vishal Chandrashekhar, S.P. Charan, Ramya Behara",Sita Ramam (Telugu) (Extended Version) - Original Motion Picture Soundtrack,9/8/22,0.425,0.638,51,"['sita', 'oh', 'hey', 'rama', 'song', 'mp3', 'vishal', 'chandrashekhar', 'download', 'songs']"
0gE8ZP2cTXpRDz53bTkpu6,Inthandham,"Vishal Chandrashekhar, S.P. Charan",Sita Ramam (Telugu) (Extended Version) - Original Motion Picture Soundtrack,9/8/22,0.371,0.669,56,"['inthandham', 'song', 'mp3', 'vishal', 'chandrashekhar', 'download', 'songs', 'music', 'sita', 'ramam']"
