id,name,artists,album,release_date,energy,danceability,popularity,keywords
0gRNu9dVzi5aC87AI1empZ,Jab Se Tere Naina,"Monty Sharma, Shaan",Saawariya (Original Motion Picture Soundtrack),9/14/07,0.653,0.599,67,"['àà', 'jab', 'se', 'tere', 'naina', 'song', 'àààà', 'àààà¾', 'mp3', 'shaan']"
0u8wprNfOdcWpUlWnfMcpP,Bol Na Halke Halke,"Shankar-Ehsaan-Loy, Rahat Fateh Ali Khan, Mahalakshmi Iyer, Gulzar",Jhoom Barabar Jhoom,5/15/07,0.573,0.637,67,"['halke', 'bol', 'na', 'à¹à²ààà', 'song', 'se', 'ààà²', 'àà¾', 'ik', 'ke']"
5wdkKS3kWXBU9bklLVsAFs,Ilahi (Reprise),"Pritam, Mohit Chauhan",Yeh Jawaani Hai Deewani,3/30/13,0.921,0.568,52,"['ilahi', 'aaye', 'reprise', 'song', 'mera', 'pe', 'jee', 'mp3', 'si', 'hai']"
0cWLJcdvM6QlOQ7UJdB4jb,"Nazar Na Lag Jaaye (From ""Stree"")","Ash King, Sachin-Jigar","Nazar Na Lag Jaaye (From ""Stree"")",8/16/18,0.622,0.527,64,"['nazar', 'na', 'lag', 'jaaye', 'song', 'ààà¼à', 'àà¾', 'à²à', 'àà¾à', 'hai']"
5T2ZZiBMDGh3TZDUbxg4rV,Kaun Tujhe,Palak Muchhal,M.S.Dhoni - The Untold Story,9/17/16,0.431,0.531,65,"['tujhe', 'kaun', 'song', 'hu', 'main', 'dhoni', 'download', 'mp3', 'jaise', 'karega']"
6eTPyEkYUmDUFvNxJdNuOD,"Pani Da Rang Male (From ""Vicky Donor"")",Ayushmann Khurrana,Vicky Donor,4/4/12,0.622,0.679,0,"['pani', 'da', 'rang', 'vicky', 'donor', 'song', 'mp3', 'ayushmann', 'khurrana', 'download']"
621NCDEU2Pfd5R1oCqnju8,O Meri Jaan,"Pritam, KK",Tum Mile (Original Motion Picture Soundtrack),9/8/09,0.563,0.58,44,"['meri', 'jaan', 'song', 'à', 'àààà', 'àà¾à', 'mp3', 'pritam', 'download', 'songs']"
4BiPsAV070dg3eLSVf727A,Ye Ishq Hai,"Pritam, Shreya Ghoshal",Jab We Met,9/21/07,0.638,0.823,65,"['yeh', 'hai', 'ishq', 'na', 'mein', 'song', 'haan', 'kya', 'mujhe', 'haaye']"
2L2YNB3YIletW4fUtwphDv,Shayad - Reprise,"Pritam, Arijit Singh, Madhubanti Bagchi",Love Aaj Kal (Original Motion Picture Soundtrack),2/14/20,0.535,0.432,48,"['song', 'shayad', 'reprise', 'download', 'mp3', 'love', 'music', 'pritam', 'songs', 'aaj']"
3OAFzjwWionh8OfM4kgf2R,Main Yahaan Hoon,"Madan Mohan, Udit Narayan, Javed Akhtar",Veer - Zaara,9/18/04,0.788,0.484,65,"['yahaan', 'hoon', 'main', 'song', 'kaisi', 'mein', 'mp3', 'jaanam', 'dekh', 'lo']"
59JemC1a4KDC1WxNAt7Zpt,Tujhe Dekha To,"Lata Mangeshkar, Kumar Sanu",Dilwale Dulhania Le Jayenge (Original Motion Picture Soundtrack),11/1/13,0.479,0.512,47,"['tujhe', 'dekha', 'sanam', 'song', 'la', 'yeh', 'jana', 'hai', 'jaayein', 'hum']"
6w458kA8WOAIZr1ublxnK9,Safarnama,Lucky Ali,Tamasha,10/16/15,0.512,0.541,62,"['safarnama', 'song', 'ààààà¾àà¾', 'ka', 'mp3', 'ore', 'lucky', 'ali', 'download', 'songs']"
1VrheK4CdhX74nrOSNIFtH,Pehla Nasha,"Udit Narayan, Sadhana Sargam",Jo Jeeta Wohi Sikandar (Original Motion Picture Soundtrack),12/30/91,0.34,0.458,49,"['pehla', 'nasha', 'song', 'àªà¹à²à¾', 'ààà¾', 'hi', 'naya', 'main', 'dilebekaraar', 'khumaar']"
6E9UwSfT80age2xknoMS7Y,"Tum Hi Aana (From ""Marjaavaan"")","Payal Dev, Jubin Nautiyal, Kunaal Vermaa","Tum Hi Aana (From ""Marjaavaan"")",10/3/19,0.401,0.473,68,"['tum', 'hi', 'aana', 'song', 'ààà', 'à¹à', 'ààà¾', 'kya', 'hai', 'mp3']"
0dLbrlAVPPjpPqnYfmJsWk,Tera Hone Laga Hoon,"Atif Aslam, Alisha Chinai, Pritam",Ajab Prem Ki Ghazab Kahani - Original Motion Picture Soundtrack,11/6/09,0.771,0.686,67,"['tera', 'hone', 'laga', 'hoon', 'song', 'àààà¾', 'à¹ààà', 'à²àà¾', 'à¹àà', 'mp3']"
4iFPsNzNV7V9KJgcOX7TEO,Tu Jaane Na,"Atif Aslam, Pritam",Ajab Prem Ki Ghazab Kahani - Original Motion Picture Soundtrack,11/6/09,0.86,0.702,67,"['na', 'jaane', 'tu', 'aa', 'kyun', 'tum', 'song', 'àà', 'àà¾àà', 'àà¾']"
0gE4lSz8VwKkxzQB5hj1XE,"Manwa Laage (From ""Happy New Year"")","Shreya Ghoshal, Arijit Singh",Best Of Shreya Ghoshal,3/9/18,0.671,0.676,59,"['laage', 'manwa', 'ka', 'jiya', 'song', 'main', 'àààµà¾', 'à²à¾àà', 'tera', 'naino']"
2fMlezwwP5Hr1UwuAknN4o,"Tose Naina (From ""Mickey Virus)",Arijit Singh,Love Dose Arijit Singh,2/11/16,0.561,0.523,61,"['ki', 'aaj', 'raat', 'stree', '2', 'song', 'le', 'jaan', 'maza', 'husn']"
3xeqwaUWpJI8j5gmCaHxt8,"Pal Pal Dil Ke Paas - Title Track - From ""Pal Pal Dil Ke Paas""","Arijit Singh, Parampara Thakur","Pal Pal Dil Ke Paas - Title Track (From ""Pal Pal Dil Ke Paas"")",8/27/19,0.512,0.566,58,"['pal', 'àªà²', 'dil', 'ke', 'paas', 'title', 'track', 'song', 'ààà²', 'àà']"
1ZiReD9pPTttQWwSoYqdyH,Aankhon Se Batana,Dikshant,Aankhon Se Batana,4/12/22,0.307,0.544,67,"['aankhon', 'se', 'batana', 'song', 'ààààà', 'àà', 'ààà¾ààà¾', 'mp3', 'dikshant', 'download']"
1ccZZf0IQi5y0bHMl2aGDF,Gulabi Aankhen,Sanam,Universally SANAM,8/9/19,0.647,0.636,66,"['gulabi', 'aankhen', 'song', 'ààà²à¾àà', 'ààààà', 'gaya', 'ho', 'main', 'sanam', 'teri']"
3oNVqllTnz7bHrY3f0nICg,Phir Bhi Tumko Chaahunga,"Mithoon, Arijit Singh, Shashaa Tirupati",Half Girlfriend (Original Motion Picture Soundtrack),4/30/17,0.524,0.528,65,"['phir', 'bhi', 'tumko', 'chaahunga', 'song', 'mp3', 'mithoon', 'download', 'songs', 'music']"
2UKK9UEbKlykbmLVP1zWIQ,Haule Haule,"Salim–Sulaiman, Sukhwinder Singh, Jaideep Sahni",Rab Ne Bana Di Jodi,11/6/08,0.776,0.712,67,"['haule', 'à¹àà²à', 'hai', 'yaar', 'ho', 'jayega', 'pyaar', 'song', 'chal', 'de']"
4FeiicaPWhZZusS1rddYdc,Baarish,"Shashaa Tirupati, Ash King",Half Girlfriend (Original Motion Picture Soundtrack),4/30/17,0.769,0.466,66,"['baarish', 'song', 'àà¾ààà', 'mp3', 'ash', 'king', 'download', 'songs', 'music', 'half']"
4J9n7thOdqi8gxRGNyQoVC,Gal Mitthi Mitthi,"Amit Trivedi, Tochi Raina",Aisha (Original Motion Picture Soundtrack),7/5/10,0.699,0.906,59,"['mitthi', 'ààààà', 'à', 'gal', 'song', 'àà²', 'mp3', 'tochi', 'raina', 'download']"
78KKYDENYsw6jYfuEZsqJl,Saathiya,"A.R. Rahman, Sonu Nigam, Gulzar",Saathiya,10/18/02,0.457,0.462,61,"['saathiya', 'song', 'àà¾àààà¾', 'maddham', 'hansi', 'hmmm', 'teri', 'mein', 'rahe', 'mp3']"
3OLFqbd9ZeVjaUKTiaLsD6,Tu Hi Haqeeqat,"Pritam, Javed Ali, Irshan Ashraf, Shadab",Tum Mile (Original Motion Picture Soundtrack),9/8/09,0.744,0.705,68,"['tu', 'hi', 'haqeeqat', 'song', 'àà', 'à¹à', 'à¹àà¼ààà¼à', 'mp3', 'javed', 'ali']"
4vgCpNUUcpEIBifidhQOnR,Haan Tu Hain,"Pritam, KK",Jannat (Original Motion Picture Soundtrack),3/7/08,0.904,0.415,67,"['haan', 'tu', 'hain', 'song', 'à¹à¾à', 'àà', 'à¹àà', 'mp3', 'kk', 'download']"
2b2HutIDmoeBnnKRWDLAtV,Phir Mohabbat,"Mohammed Irfan, Arijit Singh, Saim Bhat",Murder 2,5/30/11,0.481,0.461,66,"['phir', 'bhi', 'tumko', 'chaahunga', 'song', 'mp3', 'mithoon', 'download', 'songs', 'music']"
1SdMHj6tJp2YZ5INflJR1T,Aye Khuda,"Kshitij Tarey, Saim Bhat, Mithoon",Murder 2,5/30/11,0.653,0.614,60,"['gaya', 'khuda', 'aye', 'tu', 'gir', 'lutt', 'song', 'hai', 'à', 'àààà¾']"
42epVqODeb3JYwG8XwahPi,Aa Zara,Sunidhi Chauhan,Murder 2,5/30/11,0.814,0.653,57,"['aa', 'zara', 'se', 'song', 'àà', 'àà¼à¾àà¾', 'pal', 'mein', 'ja', 'jo']"
4IGfpRPTnhzZyL74Ilubrb,Tu Hi Meri Shab Hai,KK,Gangster,9/8/06,0.726,0.568,20,"['tu', 'hai', 'hi', 'àà', 'à¹à', 'meri', 'shab', 'ho', 'song', 'àààà']"
0KSH21KbnIHHb1J4j8QrbY,Tera Mera Rishta,Mustafa Zahid,Awarapan,6/29/07,0.895,0.575,0,"['tera', 'mera', 'rishta', 'àààà¾', 'song', 'àààààà¾', 'purana', 'hai', 'mp3', 'mustafa']"
5fwRhPXAvGgzUxW62ZCvEg,Woh Lamhe Woh Baatein,Atif Aslam,Zeher,3/25/05,0.822,0.465,20,"['woh', 'àµà', 'lamhe', 'baatein', 'song', 'à²ààà¹à', 'àà¾ààà', 'mp3', 'na', 'bheegi']"
0zQa7QXLpUZfrrsWbgDZll,Beete Lamhein,KK,The Train,4/18/07,0.583,0.257,64,"['beete', 'hai', 'mein', 'bhi', 'lamhein', 'song', 'dard', 'jab', 'aate', 'yaad']"
4yR2z3JafnCo86THA6ISZ4,Aadat,Atif Aslam,Kalyug,12/9/05,0.746,0.63,19,"['hai', 'aadat', 'song', 'ke', 'mein', 'ààà', 'tu', 'juda', 'ho', 'bhi']"
4CGBTtlrjZj7ydpV52cgB4,Maula Mere Maula,Roop Kumar Rathod,Anwar,1/12/07,0.737,0.549,68,"['maula', 'mere', 'space', 'song', 'mp3', 'vansh', 'vijan', 'download', 'songs', 'music']"
2BeY2dQPbD8xYxx3yhBTVD,"Mann Mera (From ""Table No. 21"")",Gajendra Verma,Table No. 21,12/19/12,0.774,0.54,0,"['mann', 'mera', 'table', '21', 'song', 'mp3', 'gajendra', 'verma', 'download', 'songs']"
1O5mTSQa0sCce9ghhDqIZl,Jashn-E-Bahaaraa,"A.R. Rahman, Javed Ali",Jodhaa Akbar (Original Motion Picture Soundtrack),12/31/07,0.343,0.7,67,"['jashnebahaaraa', 'song', 'ààààààà¹à¾àà¾', 'mp3', 'r', 'rahman', 'download', 'songs', 'music', 'jodhaa']"
5K5kYg6D3rOks7NyLpziTU,"Judaai (From ""Badlapur)","Rekha Bhardwaj, Arijit Singh",Badlapur (Original Motion Picture Soundtrack),1/23/15,0.37,0.298,0,"['ki', 'aaj', 'raat', 'stree', '2', 'song', 'le', 'jaan', 'maza', 'husn']"
251PNRmJU9KcUnFQAB5t6I,Kal Ho Naa Ho,"Shankar-Ehsaan-Loy, Sonu Nigam",Kal Ho Naa Ho (Original Motion Picture Soundtrack),9/20/03,0.529,0.532,65,"['ho', 'à¹à', 'kal', 'naa', 'àà²', 'àà¾', 'song', 'ààààà', 'mp3', 'shankar']"
3APdIdF8H0jsxSuGOqXedS,Kabhi Kabhi Aditi,Rashid Ali,Jaane Tu... Ya Jaane Na,5/21/08,0.558,0.791,71,"['kabhi', 'aditi', 'thoda', 'hasde', 'hai', 'song', 'mein', 'koi', 'tu', 'lagta']"
3beYHVCFKzbdNjJqjKeYpM,Teri Jhuki Nazar,"Pritam, Shafqat Amanat Ali",Murder 3 (Original Motion Picture Soundtrack),2/1/13,0.815,0.458,67,"['àààà', 'teri', 'jhuki', 'nazar', 'song', 'ààà', 'mp3', 'pritam', 'download', 'songs']"
17opN752ZQpNuoptelsNQ1,Pehli Nazar Mein,"Atif Aslam, Pritam",Race - Original Motion Picture Soundtrack,3/21/08,0.57,0.488,68,"['mein', 'love', 'hai', 'pehli', 'nazar', 'baby', 'song', 'aa', 'u', 'àªà¹à²à']"
2YrSozvJeJCMqEaQ9EVLfD,Bheegi Bheegi,James,Gangster,9/8/06,0.529,0.313,12,"['ha', 'bheegi', 'aa', 'song', 'hai', 'kaisi', 'yeh', 'hamari', 'adhuri', 'kahani']"
1Uw0T7EXu0r8lyXAdOklbK,Toh Phir Aao - Lounge Version,Mustafa Zahid,Awarapan,6/29/07,0.831,0.486,0,"['àà', 'toh', 'phir', 'aao', 'lounge', 'version', 'song', 'ààà', 'à²à¾ààà', 'àµàààà']"
3x55c9UVpbURc2T02DLfEM,Te Amo (Duet),"Pritam, Ash King, Sunidhi Chauhan",Dum Maaro Dum,3/15/11,0.757,0.594,61,"['te', 'amo', 'àà', 'hai', 'duet', 'song', 'à', 'àààààà', 'falling', 'crazy']"
2jMsqX0TfKTi24dZSSPjbo,Kaise Bataaoon,"KK, Sonal Chauhan",3G - A Killer Connection,2/25/13,0.502,0.67,0,"['kaise', 'bataaoon', 'song', 'àààà', 'ààà¾àà', 'mp3', 'kk', 'download', 'songs', 'music']"
1aqfzt5mpPoi7kYTFlfnIi,Mileya Mileya,"Rekha Bhardwaj, Jigar Saraiya, Priya Andrews",Happy Ending (Original Motion Picture Soundtrack),10/21/14,0.466,0.732,0,"['mileya', 'ààà²ààà¾', 'song', 'mp3', 'rekha', 'bhardwaj', 'download', 'songs', 'music', 'happy']"
0bmp0lE3ArELHqda9PBMVG,"Iktara (From ""Wake Up Sid"")","Amit Trivedi, Kavita Seth, Amitabh Bhattacharya",I Love You...Forever,1/30/12,0.525,0.616,65,"['iktara', 'wake', 'sid', 'song', 'àààà¾àà¾', 'ààààà', 'àµàà', 'à', 'àª', 'ààà']"
0FSzNhQsAe3uVMy5ukATMO,Bairiyaa,"Atif Aslam, Shreya Ghoshal, Sachin-Jigar",Ramaiya Vastavaiya (Original Motion Picture Soundtrack),7/19/13,0.427,0.648,56,"['bairiya', 'bairiyaa', 'song', 'se', 'hai', 'kabhi', 'ki', 'mujhe', 'sataa', 'na']"
5x3AHjrsUggibm2XZ75ViB,Mar Jayian - Romantic,"Vishal Dadlani, Sunidhi Chauhan, Bann Chakraborty",Vicky Donor (Original Motion Picture Soundtrack),4/9/12,0.729,0.629,45,"['mar', 'jayian', 'song', 'àà¾à', 'àà¾ààà¾à', 'mp3', 'vishal', 'dadlani', 'download', 'songs']"
5aMLADD1Ho6Ogq8s8mIzB9,"Ram Siya Ram (From ""Adipurush"")","Sachet-Parampara, Sachet Tandon, Parampara Tandon, Manoj Muntashir","Ram Siya Ram (From ""Adipurush"")",5/29/23,0.617,0.426,65,"['ram', 'siya', 'jay', 'adipurush', 'song', 'mp3', 'hai', 'sachet', 'tandon', 'download']"
6ABHr8kYCws5z6gC9Lwith,Baarish,"Mohammed Irfan, Gajendra Verma",Yaariyan,12/9/13,0.447,0.443,66,"['yaariyan', 'baarish', 'remix', 'song', 'àà¾ààà', 'àà¾àààà¾à', 'ààààààà', 'ki', 'de', 'jo']"
0dQiyqHUpnMPmHtk535VAY,Tennu Le,omer inayat,Jai Veeru,2/5/09,0.873,0.768,54,"['le', 'tennu', 'aadi', 'raat', 'neend', 'na', 'aave', 'chain', 'tadpave', 'song']"
0WBClBemYPJR44H6uIn0kp,Main Koi Aisa Geet Gaoon,"Abhijeet, Alka Yagnik",Yes Boss (Original Motion Picture Soundtrack),6/18/99,0.485,0.77,61,"['ààà', 'main', 'koi', 'aisa', 'geet', 'tum', 'agar', 'gaoon', 'song', 'ààà¾']"
2VGs7EmaIxq96Wcog6DQOc,Why This Kolaveri Di? - The Soup of Love,"Anirudh Ravichander, Dhanush",Why This Kolaveri Di? (The Soup of Love),11/16/11,0.785,0.82,61,"['àà', 'àààªà', 'kolaveri', 'di', 'soup', 'love', 'song', 'ààà', 'àààà', 'ààà¾à²ààµààà']"
1SRUb3cwUSuQmkRFTIoWM0,Salamat,"Amaal Mallik, Arijit Singh, Tulsi Kumar, Rashmi Virag",Sarbjit,4/29/16,0.57,0.44,54,"['salamat', 'rahe', 'song', 'àà²à¾àà', 'chahe', 'na', 'mere', 'main', 'mein', 'tu']"
7uNnlVit5qDvfOje0pqICF,Tum Ho,"Mohit Chauhan, Suzanne D'Mello",Rockstar,10/1/11,0.47,0.356,70,"['ho', 'tum', 'song', 'ààà', 'à¹à', 'mere', 'ko', 'main', 'mp3', 'yun']"
7kvLAPEnEPlSbhZDlHFv0p,Yeh Fitoor Mera,Arijit Singh,Fitoor (Original Motion Picture Soundtrack),5/15/18,0.42,0.45,59,"['fitoor', 'yeh', 'mera', 'song', 'àà', 'ààààà', 'àààà¾', 'mp3', 'arijit', 'singh']"
0tpwqQhdfJXRcUDSNRjb9O,"Mere Yaaraa (From ""Sooryavanshi"")","Arijit Singh, Neeti Mohan, Rashmi Virag","Mere Yaaraa (From ""Sooryavanshi"")",10/27/21,0.539,0.324,70,"['mere', 'yaaraa', 'sooryavanshi', 'song', 'àààà', 'àà¾àà¾', 'ààààà', 'ààààààµààà', 'mp3', 'arijit']"
57jOEZtoLQK4zF2x55bdkp,"Tu Hi Yaar Mera (From ""Pati Patni Aur Woh"")","Rochak Kohli, Arijit Singh, Neha Kakkar","Tu Hi Yaar Mera (From ""Pati Patni Aur Woh"")",12/2/19,0.382,0.718,68,"['tu', 'àà', 'hi', 'yaar', 'mera', 'pati', 'patni', 'aur', 'woh', 'song']"
5pPyvA03RKSJrAnnDcq0nh,Saibo,"Sachin-Jigar, Shreya Ghoshal, Tochi Raina",Shor in the City (Original Motion Picture Soundtrack [Deluxe Edition]),2011,0.426,0.62,68,"['saibo', 'song', 'mp3', 'sachinjigar', 'download', 'songs', 'sung', 'music', 'love', 'stories']"
7bzR0C8NhnBA79iTXUCJ7o,"Jaanam (From ""Bad Newz"")",Vishal Mishra,"Jaanam (From ""Bad Newz"")",7/9/24,0.391,0.76,76,"['jaanam', 'bad', 'newz', 'song', 'dekho', 'hai', 'ye', 'aise', 'na', 'yun']"
5F79ZdjOwGOhUKRHx94sr1,Dooriyan,"Mohit Chauhan, Pritam",Love Aaj Kal (Original Motion Picture Soundtrack),7/31/09,0.714,0.523,66,"['song', 'yeh', 'dooriyan', 'àà', 'àààààà¾à', 'download', 'mp3', 'music', 'pritam', 'songs']"
1y1rQTkWmrZdJmjwuK07GC,"Kaise Hua (From ""Kabir Singh"")","Vishal Mishra, Manoj Muntashir","Kaise Hua (From ""Kabir Singh"")",6/13/19,0.464,0.385,72,"['kaise', 'hua', 'song', 'hai', 'tu', 'itna', 'zaroori', 'mp3', 'meri', 'main']"
5Tkf5CbtVYHA1SiKo1NrJE,"Phir Aur Kya Chahiye (From ""Zara Hatke Zara Bachke"")","Sachin-Jigar, Arijit Singh, Amitabh Bhattacharya",Zara Hatke Zara Bachke,8/25/23,0.552,0.556,65,"['tu', 'zara', 'hi', 'phir', 'aur', 'kya', 'chaahiye', 'hatke', 'bachke', 'chahiye']"
1L3Nsi7YXtBxTdnbqektia,Hawa Banke,Darshan Raval,Hawa Banke,7/18/19,0.598,0.625,72,"['banke', 'hawa', 'boohey', 'song', 'tu', 'à¹àµà¾', 'àààà', 'bariyan', 'main', 'koi']"
5WXQbgwGwyauXOqswlEeQY,"Bolna (From ""Kapoor & Sons (Since 1921)"")","Tanishk Bagchi, Arijit Singh, Asees Kaur",Tanishk Bagchi (All Time Hits),6/12/23,0.403,0.486,66,"['1921', 'bolna', 'kapoor', 'sons', 'since', 'song', 'ààà²àà¾', 'ààààà', 'ààªàà', 'ààà']"
4Qu8LlchmRCaPBKBArcNsA,Tere Naina,"Shankar-Ehsaan-Loy, Shafqat Amanat Ali",My Name Is Khan (Original Motion Picture Soundtrack [Deluxe Edition]),2010,0.74,0.522,60,"['tere', 'naina', 'song', 'àààà', 'àààà¾', 'mp3', 'shankar', 'ehsaan', 'loy', 'download']"
6q4GmJDbiZ7viOqLHP76cs,Rang Jo Lagyo,"Atif Aslam, Shreya Ghoshal, Sachin-Jigar",Ramaiya Vastavaiya (Original Motion Picture Soundtrack),7/19/13,0.663,0.479,62,"['jo', 'rang', 'lagyo', 'ke', 'song', 'ààà', 'àà', 'à²àààà', 'hai', 'gaya']"
4byiHL0b9mIoCUCjbjI4eA,"Gazab Ka Hai Din (From ""Dil Juunglee"")","Jubin Nautiyal, Prakriti Kakar",Romantic Hits By Jubin Nautiyal,5/25/20,0.421,0.325,63,"['hai', 'ààà', 'gazab', 'ka', 'din', 'se', 'song', 'àà¾', 'à¹à', 'hum']"
1TVGIzxrXAmuhZnOn2vIC1,Tera Zikr,Darshan Raval,Hits Of Darshan Raval (Blue Family),6/5/23,0.469,0.613,66,"['tera', 'zikr', 'song', 'àààà¾', 'ààààà', 'mp3', 'darshan', 'raval', 'download', 'songs']"
2Z6HgNji9cNlFLNORw6wDQ,"Channa Ve - From ""Bhoot - Part One: The Haunted Ship""","Mansheel Gujral, Akhil Sachdeva","Channa Ve (From ""Bhoot - Part One: The Haunted Ship"" / Original Motion Picture Soundtrack)",2/12/20,0.696,0.676,68,"['channa', 'song', 'ààààà¾', 'àµà', 'mp3', 'akhil', 'sachdeva', 'download', 'songs', 'music']"
4Pow6acOGSaXcs6Gd05SP5,Ranjha,"Jasleen Royal, B Praak, Romy, Anvita Dutt",Shershaah (Original Motion Picture Soundtrack) [Deluxe Edition],2021,0.566,0.611,66,"['ranjha', 'song', 'àà¾ààà¾', 'download', 'mp3', 'music', 'shershaah', 'bollywood', 'jasleen', 'royal']"
1fcCPXmH4vUzG6UQTTjZp5,Phir Bhi Tumko Chaahunga,"Mithoon, Arijit Singh, Shashaa Tirupati",The Arijit Singh Collection,5/26/23,0.524,0.528,62,"['phir', 'bhi', 'tumko', 'chaahunga', 'song', 'mp3', 'mithoon', 'download', 'songs', 'music']"
7yDHHVKLbvDmVw1XXhDDIO,Pehle Bhi Main,"Vishal Mishra, Raj Shekhar",ANIMAL,11/24/23,0.406,0.413,79,"['main', 'pehle', 'bhi', 'song', 'animal', 'marham', 'laga', 'hi', 'dil', 'mp3']"
5X5db3FrBOHbibrFKA02MQ,"Chashni (From ""Bharat"")","Abhijeet Srivastava, Vishal-Shekhar","Chashni (From ""Bharat"")",5/1/19,0.52,0.756,64,"['chashni', 'ja', 'mitthi', 'lofi', 'tu', 'mixremix', 'dj', 'rink', 'song', 'meri']"
3Uv8BQFN3bQfhkregyMbnx,My Dil Goes Mmmm,"Vishal-Shekhar, Shaan, Gayatri Iyer, Jaideep Sahni",Salaam Namaste,8/3/05,0.797,0.693,65,"['hain', 'dil', 'goes', 'ha', 'mmmm', 'song', 'woh', 'àà¾à', 'ààà²', 'àààà¼']"
1mjWhM7GQTTxJxg2F0iCRS,"Dil Mein Ho Tum (From ""Cheat India"")","Armaan Malik, Rochak Kohli, Bappi Lahiri","Dil Mein Ho Tum (From ""Cheat India"")",12/26/18,0.653,0.608,63,"['dil', 'mein', 'ho', 'tum', 'cheat', 'india', 'song', 'mp3', 'armaan', 'malik']"
7lvDsmTRXFE3dK4OjvRiWB,Pasoori,"Shae Gill, Ali Sethi",Pasoori,2/7/22,0.596,0.714,69,"['hove', 'di', 'nu', 'naa', 'dil', 'vi', 'aa', 'tera', 'poora', 'de']"
208sMwgVcaFt2mT79Df1KG,"Naacho Naacho (From ""RRR"")","Vishal Mishra, Rahul Sipligunj, M. M. Keeravani, Riya Mukherjee","Naacho Naacho (From ""RRR"")",11/10/21,0.986,0.438,57,"['naacho', 'hindi', 'song', 'hey', 'dugu', 'haan', 'ke', 'aaja', 'nakara', 'mp3']"
72zHuDxFQTjbL51qJQSA7j,"Ranjha (From ""Shershaah"")","Jasleen Royal, B Praak, Romy, Anvita Dutt","Ranjha (From ""Shershaah"")",8/5/21,0.573,0.603,69,"['ranjha', 'song', 'àà¾ààà¾', 'download', 'mp3', 'music', 'shershaah', 'bollywood', 'jasleen', 'royal']"
06LCamFUOtImIKi9mFRKiD,"Tum Kya Mile (From ""Rocky Aur Rani Kii Prem Kahaani"")","Pritam, Arijit Singh, Shreya Ghoshal, Amitabh Bhattacharya","Tum Kya Mile (From ""Rocky Aur Rani Kii Prem Kahaani"")",6/28/23,0.726,0.271,72,"['rocky', 'aur', 'rani', 'kii', 'prem', 'kahaani', 'tum', 'kya', 'mile', 'song']"
3KeMulXbLDJBQdY5PZbGEh,Param Sundari,"A.R. Rahman, Shreya Ghoshal",Mimi (Original Motion Picture Soundtrack),7/16/21,0.761,0.815,66,"['param', 'sundari', 'song', 'àªàà', 'àààààà', 'mp3', 'r', 'rahman', 'download', 'songs']"
1iZLpuGMr4tn1F5bZu32Kb,Bijlee Bijlee,Harrdy Sandhu,Bijlee Bijlee,10/30/21,0.67,0.795,67,"['ho', 'di', 'vi', 'utte', 'tere', 'chann', 'kudi', 'bijlee', 'ke', 'ae']"
2i4Cd4c6uEjLZgdy2BQbZO,Levitating (feat. Prakriti Kakar & Sukriti Kakar) [Amaal Mallik Remix],"Dua Lipa, Amaal Mallik, Prakriti Kakar, Sukriti Kakar",Levitating (feat. Prakriti Kakar & Sukriti Kakar) [Amaal Mallik Remix],2/12/21,0.648,0.801,36,"['kakar', 'levitating', 'feat', 'prakriti', 'sukriti', 'amaal', 'mallik', 'remix', 'song', 'mp3']"
2NTVtNcpC0i1R7LVGaCZCF,Jugnu,"Badshah, Nikhita Gandhi",Jugnu,10/26/21,0.803,0.716,64,"['main', 'jugnu', 'na', 'song', 'ààààà', 'ab', 'sa', 'kuchh', 'hai', 'finally']"
2ufLEVbzvEcJ3subW8jBUp,Lut Gaye,"Jubin Nautiyal, Tanishk Bagchi, Manoj Muntashir, Nusrat Fateh Ali Khan",Lut Gaye,2/17/21,0.785,0.638,61,"['àà', 'lut', 'gaye', 'emraan', 'hashmi', 'feat', 'song', 'mein', 'à²àà', 'àààà¾à']"
60dbY1IYizdQQVhC4QTyEc,Dil Chahte Ho,"Jubin Nautiyal, Payal Dev",Dil Chahte Ho,8/27/20,0.399,0.3,51,"['chahte', 'ho', 'dil', 'song', 'ààà²', 'àà¾à¹àà', 'à¹à', 'haste', 'bhi', 'hai']"
0WdbnNKO0Jt4BZACSDQh44,"Ghungroo (From ""War"")","Vishal-Shekhar, Arijit Singh, Shilpa Rao, Kumaar","Ghungroo (From ""War"")",9/30/19,0.727,0.695,66,"['ghungroo', 'ke', 'toot', 'gaye', 'song', 'ki', 'àààààà', 'hai', 'nahi', 'se']"
6EKY8rpjaBxxB0WbXJhedU,"Chedkhaniyan (From ""Shehzada"")","Pritam, Arijit Singh, Nikhita Gandhi, IP Singh, Shloke Lal","Chedkhaniyan (From ""Shehzada"")",1/24/23,0.876,0.716,49,"['chedkhaniyan', 'song', 'haaye', 'mithi', 'teri', 'nu', 'ho', 'seene', 'vich', 'yaara']"
46hzNOUOAlivuCZZ0wE3zi,"Tere Vaaste (From ""Zara Hatke Zara Bachke"")","Varun Jain, Sachin-Jigar, Shadab Faridi, Altamash Faridi, Amitabh Bhattacharya","Tere Vaaste (From ""Zara Hatke Zara Bachke"")",5/22/23,0.717,0.762,66,"['zara', 'tere', 'hatke', 'bachke', 'laaunga', 'vaaste', 'song', 'hmm', 'janaabeaali', 'se']"
